Cst_Cnt,Btl_Cnt,Sta_ID,Depth_ID,Depthm,T_degC,Salnty,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,BtlNum,RecInd,T_prec,T_qual,S_prec,S_qual,P_qual,O_qual,SThtaq,O2Satq,ChlorA,Chlqua,Phaeop,Phaqua,PO4uM,PO4q,SiO3uM,SiO3qu,NO2uM,NO2q,NO3uM,NO3q,NH3uM,NH3q,C14As1,C14A1p,C14A1q,C14As2,C14A2p,C14A2q,DarkAs,DarkAp,DarkAq,MeanAs,MeanAp,MeanAq,IncTim,LightP,R_Depth,R_TEMP,R_POTEMP,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_O2,R_O2Sat,R_SIO3,R_PO4,R_NO3,R_NO2,R_NH4,R_CHLA,R_PHAEO,R_PRES,R_SAMP,DIC1,DIC2,TA1,TA2,pH2,pH1,DIC Quality Comment
3336,99001,146.7 030.0,19-5109CR-HY-252-2048-14670300-0000B-3,0,,34.95000,4.110000,,,,,3,,9,2,,9,,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,0.000000,,,34.95000,,,0.000000,4.110000,,,,,,,,,0,,,,,,,,
3336,99002,146.7 030.0,19-5109CR-HY-252-2048-14670300-0010A-3,10,27.63000,34.82000,4.290000,22.38300,94.80000,187.3969,,3,2,,2,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10.00000,27.63000,27.63000,34.82000,22.38000,545.0000,0.050000,4.290000,94.80000,,,,,,,,10,,,,,,,,
3336,99003,146.7 030.0,19-5109CR-HY-252-2048-14670300-0020A-7,20,25.84000,34.65500,4.470000,22.82600,95.70000,195.1751,,7,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20.00000,25.84000,25.84000,34.65500,22.82000,503.1000,0.100000,4.470000,95.70000,,,,,,,,20,,,,,,,,
3336,99004,146.7 030.0,19-5109CR-HY-252-2048-14670300-0025A-3,25,,34.47000,4.510000,,,,,3,,9,2,,9,,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,25.00000,,,34.47000,,,0.130000,4.510000,95.00000,,,,,,,,25,,,,,,,,
3336,99005,146.7 030.0,19-5109CR-HY-252-2048-14670300-0030A-7,30,24.05000,34.52400,4.400000,23.26800,91.30000,192.0357,,7,3,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30.00000,24.05000,24.05000,34.52400,23.26000,461.3000,0.150000,4.400000,91.30000,,,,,,,,30,,,,,,,,
3336,99006,146.7 030.0,19-5109CR-HY-252-2048-14670300-0050A-3,50,,34.60000,3.600000,,,,,3,,9,2,,9,,9,9,,9,,9,1.070000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,50.00000,,,34.60000,,,0.230000,3.600000,69.50000,,1.070000,,,,,,50,,,,,,,,
3336,99007,146.7 030.0,19-5109CR-HY-252-2048-14670300-0074A-3,74,16.20000,34.36000,2.640000,25.21300,47.30000,115.0028,,3,2,,2,,9,,,,,9,,9,1.630000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,74.00000,16.20000,16.19000,34.36000,25.21000,277.0000,0.310000,2.640000,47.30000,,1.630000,,,,,,74,,,,,,,,
3336,99008,146.7 030.0,19-5109CR-HY-252-2048-14670300-0075A-7,75,16.12000,34.38000,2.560000,25.24700,45.80000,111.5142,,7,2,,3,,9,,,,,9,,9,1.670000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75.00000,16.12000,16.11000,34.38000,25.24000,273.8000,0.310000,2.560000,45.80000,,1.670000,,,,,,75,,,,,,,,
3336,99009,146.7 030.0,19-5109CR-HY-252-2048-14670300-0098A-3,98,14.69000,34.82000,0.720000,25.90500,12.60000,31.34325,,3,2,,2,,9,,,,,9,,9,2.480000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,98.00000,14.69000,14.68000,34.82000,25.90000,211.8000,0.370000,0.720000,12.60000,,2.480000,,,,,,98,,,,,,,,
3336,99010,146.7 030.0,19-5109CR-HY-252-2048-14670300-0100A-7,100,14.59000,34.80400,0.710000,25.91400,12.40000,30.90766,,7,2,,3,,9,,,,,9,,9,2.490000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,100.0000,14.59000,14.58000,34.80400,25.91000,211.0000,0.370000,0.710000,12.40000,,2.490000,,,,,,100,,,,,,,,
3336,99011,146.7 030.0,19-5109CR-HY-252-2048-14670300-0125A-7,125,13.57000,34.66700,0.560000,26.02300,9.500000,24.37528,,7,2,,3,,9,,,,,9,,9,2.630000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,125.0000,13.57000,13.55000,34.66700,26.02000,201.2000,0.420000,0.560000,9.500000,,2.630000,,,,,,125,,,,,,,,
3336,99012,146.7 030.0,19-5109CR-HY-252-2048-14670300-0150A-3,150,12.92000,34.64000,0.420000,26.13500,7.100000,18.27946,,3,2,,2,,9,,,,,9,,9,2.770000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,150.0000,12.92000,12.90000,34.64000,26.13000,191.1000,0.470000,0.420000,7.100000,,2.770000,,,,,,151,,,,,,,,
3336,99013,146.7 030.0,19-5109CR-HY-252-2048-14670300-0196A-3,196,12.36000,34.85000,0.560000,26.40900,9.300000,24.36612,,3,2,,2,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,196.0000,12.36000,12.33000,34.85000,26.40000,166.3000,0.550000,0.560000,9.300000,,,,,,,,197,,,,,,,,
3336,99014,146.7 030.0,19-5109CR-HY-252-2048-14670300-0200A-7,200,12.30000,34.85300,0.540000,26.42300,9.000000,23.49558,,7,2,,3,,9,,,,,9,,9,2.780000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,200.0000,12.30000,12.27000,34.85300,26.42000,165.0000,0.560000,0.540000,9.000000,,2.780000,,,,,,201,,,,,,,,
3336,99015,146.7 030.0,19-5109CR-HY-252-2048-14670300-0243A-3,243,11.68000,34.83000,0.230000,26.52400,3.800000,10.00639,,3,2,,2,,9,,,,,9,,9,2.790000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,243.0000,11.68000,11.65000,34.83000,26.52000,156.3000,0.630000,0.230000,3.800000,,2.790000,,,,,,244,,,,,,,,
3336,99016,146.7 030.0,19-5109CR-HY-252-2048-14670300-0250A-7,250,11.60000,34.82800,0.220000,26.53800,3.600000,9.571199,,7,2,,3,,9,,,,,9,,9,2.790000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,250.0000,11.60000,11.57000,34.82800,26.53000,155.2000,0.640000,0.220000,3.600000,,2.790000,,,,,,251,,,,,,,,
3336,99017,146.7 030.0,19-5109CR-HY-252-2048-14670300-0290A-3,290,11.07000,34.80000,0.160000,26.61400,2.600000,6.960357,,3,2,,2,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,290.0000,11.07000,11.03000,34.80000,26.61000,148.7000,0.700000,0.160000,2.600000,,,,,,,,291,,,,,,,,
3336,99018,146.7 030.0,19-5109CR-HY-252-2048-14670300-0300A-7,300,10.87000,34.77700,0.160000,26.63200,2.600000,6.960235,,7,2,,3,,9,,,,,9,,9,2.830000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,300.0000,10.87000,10.83000,34.77700,26.63000,147.1000,0.710000,0.160000,2.600000,,2.830000,,,,,,301,,,,,,,,
3336,99019,146.7 030.0,19-5109CR-HY-252-2048-14670300-0341A-3,341,10.05000,34.68000,0.180000,26.70100,2.800000,7.829739,,3,2,,2,,9,,,,,9,,9,2.870000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,341.0000,10.05000,10.01000,34.68000,26.70000,141.1000,0.770000,0.180000,2.800000,,2.870000,,,,,,343,,,,,,,,
3336,99020,146.7 030.0,19-5109CR-HY-252-2048-14670300-0387A-3,387,9.470000,34.63000,0.200000,26.76000,3.100000,8.699209,,3,2,,2,,9,,,,,9,,9,2.920000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,387.0000,9.470000,9.430000,34.63000,26.76000,136.1000,0.840000,0.200000,3.100000,,2.920000,,,,,,389,,,,,,,,
3336,99021,146.7 030.0,19-5109CR-HY-252-2048-14670300-0400A-7,400,9.300000,34.63000,,26.78800,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,400.0000,9.300000,9.260000,34.63000,26.78000,133.6000,0.850000,,,,,,,,,,402,,,,,,,,
3336,99022,146.7 030.0,19-5109CR-HY-252-2048-14670300-0435A-3,435,8.860000,34.63000,,26.85900,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,435.0000,8.860000,8.810000,34.63000,26.85000,127.2000,0.900000,,,,,,,,,,437,,,,,,,,
3336,99023,146.7 030.0,19-5109CR-HY-252-2048-14670300-0484A-3,484,8.390000,34.67000,,26.96400,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,484.0000,8.390000,8.340000,34.67000,26.96000,117.8000,0.960000,,,,,,,,,,487,,,,,,,,
3337,99024,143.3 035.0,19-5109CR-HY-253-0154-14330350-0000B-3,0,,,3.990000,,,,,3,,9,,9,9,,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,0.000000,,,,,,0.000000,3.990000,,,,,,,,,0,,,,,,,,
3337,99025,143.3 035.0,19-5109CR-HY-253-0154-14330350-0010A-3,10,27.98000,34.80000,3.960000,22.25400,88.00000,173.0036,,3,2,,2,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10.00000,27.98000,27.98000,34.80000,22.25000,557.3000,0.050000,3.960000,88.00000,,,,,,,,10,,,,,,,,
3337,99026,143.3 035.0,19-5109CR-HY-253-0154-14330350-0020A-7,20,26.46000,34.75300,4.130000,22.70600,89.40000,180.3508,,7,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20.00000,26.46000,26.46000,34.75300,22.70000,514.5000,0.100000,4.130000,89.40000,,,,,,,,20,,,,,,,,
3337,99027,143.3 035.0,19-5109CR-HY-253-0154-14330350-0025A-3,25,,34.73000,4.230000,,,,,3,,9,2,,9,,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,25.00000,,,34.73000,,,0.130000,4.230000,90.40000,,,,,,,,25,,,,,,,,
3337,99028,143.3 035.0,19-5109CR-HY-253-0154-14330350-0030A-7,30,24.93000,34.60500,4.200000,23.06600,88.60000,183.3430,,7,3,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30.00000,24.93000,24.93000,34.60500,23.06000,480.6000,0.150000,4.200000,88.60000,,,,,,,,30,,,,,,,,
3337,99029,143.3 035.0,19-5109CR-HY-253-0154-14330350-0050A-3,50,,34.34000,4.060000,,,,,3,,9,2,,9,,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,50.00000,,,34.34000,,,0.240000,4.060000,81.00000,,,,,,,,50,,,,,,,,
3337,99030,143.3 035.0,19-5109CR-HY-253-0154-14330350-0074A-3,74,,34.49000,1.200000,,,,,3,,9,2,,9,,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,74.00000,,,34.49000,,,0.330000,1.200000,22.40000,,,,,,,,74,,,,,,,,
3337,99031,143.3 035.0,19-5109CR-HY-253-0154-14330350-0075A-7,75,18.09000,34.52800,1.170000,24.89200,21.80000,50.98313,,7,3,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75.00000,18.09000,18.07000,34.52800,24.89000,307.7000,0.330000,1.170000,21.80000,,,,,,,,75,,,,,,,,
3337,99032,143.3 035.0,19-5109CR-HY-253-0154-14330350-0099A-3,99,14.44000,34.70000,0.520000,25.86600,9.000000,22.63765,,3,2,,2,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,99.00000,14.44000,14.43000,34.70000,25.86000,215.5000,0.400000,0.520000,9.000000,,,,,,,,99,,,,,,,,
3337,99033,143.3 035.0,19-5109CR-HY-253-0154-14330350-0100A-7,100,14.42000,34.70300,0.520000,25.87200,9.000000,22.63752,,7,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,100.0000,14.42000,14.41000,34.70300,25.87000,214.9000,0.400000,0.520000,9.000000,,,,,,,,100,,,,,,,,
3337,99034,143.3 035.0,19-5109CR-HY-253-0154-14330350-0125A-7,125,14.03000,34.78700,0.580000,26.02100,10.00000,25.24588,,7,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,125.0000,14.03000,14.01000,34.78700,26.02000,201.5000,0.450000,0.580000,10.00000,,,,,,,,125,,,,,,,,
3337,99035,143.3 035.0,19-5109CR-HY-253-0154-14330350-0150A-7,150,13.63000,34.87300,0.640000,26.17100,10.90000,27.85345,,7,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,150.0000,13.63000,13.61000,34.87300,26.17000,187.9000,0.500000,0.640000,10.90000,,,,,,,,151,,,,,,,,
3337,99036,143.3 035.0,19-5109CR-HY-253-0154-14330350-0152A-3,152,13.60000,34.88000,0.640000,26.18300,10.90000,27.85312,,3,2,,2,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,152.0000,13.60000,13.58000,34.88000,26.18000,186.8000,0.500000,0.640000,10.90000,,,,,,,,153,,,,,,,,
3337,99037,143.3 035.0,19-5109CR-HY-253-0154-14330350-0199A-3,199,12.52000,34.88000,0.230000,26.40100,3.800000,10.00759,,3,2,,2,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,199.0000,12.52000,12.49000,34.88000,26.40000,167.2000,0.590000,0.230000,3.800000,,,,,,,,200,,,,,,,,
3337,99038,143.3 035.0,19-5109CR-HY-253-0154-14330350-0200A-7,200,12.50000,34.87800,0.230000,26.40300,3.800000,10.00757,,7,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,200.0000,12.50000,12.47000,34.87800,26.40000,167.0000,0.590000,0.230000,3.800000,,,,,,,,201,,,,,,,,
3337,99039,143.3 035.0,19-5109CR-HY-253-0154-14330350-0250A-7,250,11.44000,34.77700,0.260000,26.52800,4.200000,11.31153,,7,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,250.0000,11.44000,11.41000,34.77700,26.52000,156.1000,0.670000,0.260000,4.200000,,,,,,,,251,,,,,,,,
3337,99040,143.3 035.0,19-5109CR-HY-253-0154-14330350-0292A-3,292,10.66000,34.68000,0.290000,26.59400,4.600000,12.61589,,3,2,,2,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,292.0000,10.66000,10.62000,34.68000,26.59000,150.4000,0.730000,0.290000,4.600000,,,,,,,,293,,,,,,,,
3337,99041,143.3 035.0,19-5109CR-HY-253-0154-14330350-0300A-7,300,10.55000,34.67400,0.270000,26.60900,4.300000,11.74566,,7,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,300.0000,10.55000,10.51000,34.67400,26.60000,149.1000,0.750000,0.270000,4.300000,,,,,,,,301,,,,,,,,
3337,99042,143.3 035.0,19-5109CR-HY-253-0154-14330350-0390A-3,390,9.340000,34.63000,0.120000,26.78100,1.900000,5.219419,,3,2,,2,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,390.0000,9.340000,9.300000,34.63000,26.78000,134.0000,0.870000,0.120000,1.900000,,,,,,,,392,,,,,,,,
3337,99043,143.3 035.0,19-5109CR-HY-253-0154-14330350-0400A-7,400,9.150000,34.62100,0.130000,26.80500,2.000000,5.654238,,7,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,400.0000,9.150000,9.110000,34.62100,26.80000,131.8000,0.890000,0.130000,2.000000,,,,,,,,402,,,,,,,,
3337,99044,143.3 035.0,19-5109CR-HY-253-0154-14330350-0483A-3,483,7.600000,34.54000,0.250000,26.97900,3.700000,10.87169,,3,2,,2,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,483.0000,7.600000,7.550000,34.54000,26.97000,115.5000,0.990000,0.250000,3.700000,,,,,,,,486,,,,,,,,
3337,99045,143.3 035.0,19-5109CR-HY-253-0154-14330350-0500A-7,500,7.390000,34.52000,0.250000,26.99300,3.700000,10.87154,,7,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,500.0000,7.390000,7.340000,34.52000,26.99000,114.2000,1.010000,0.250000,3.700000,,,,,,,,503,,,,,,,,
3337,99046,143.3 035.0,19-5109CR-HY-253-0154-14330350-0581A-3,581,6.580000,34.43000,0.200000,27.03400,2.900000,8.696889,,3,2,,2,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,581.0000,6.580000,6.530000,34.43000,27.03000,110.6000,1.100000,0.200000,2.900000,,,,,,,,585,,,,,,,,
3337,99047,143.3 035.0,19-5109CR-HY-253-0154-14330350-0600A-7,600,6.400000,34.42400,0.200000,27.05300,2.900000,8.696728,,7,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,600.0000,6.400000,6.340000,34.42400,27.05000,108.8000,1.120000,0.200000,2.900000,,,,,,,,604,,,,,,,,
3337,99048,143.3 035.0,19-5109CR-HY-253-0154-14330350-0700A-7,700,5.560000,34.41700,0.240000,27.15400,3.400000,10.43505,,7,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,700.0000,5.560000,5.500000,34.41700,27.15000,99.50000,1.230000,0.240000,3.400000,,,,,,,,705,,,,,,,,
3337,99049,143.3 035.0,19-5109CR-HY-253-0154-14330350-0773A-3,773,5.060000,34.65000,0.290000,27.39800,4.100000,12.60602,,3,2,,2,8,9,,8,8,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,773.0000,5.060000,5.000000,34.65000,,,1.300000,0.290000,4.100000,,,,,,,,778,,,,,,,,
3337,99050,143.3 035.0,19-5109CR-HY-253-0154-14330350-0800A-7,800,4.900000,34.44600,0.310000,27.25500,4.300000,13.47728,,7,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,800.0000,4.900000,4.830000,34.44600,27.25000,90.00000,1.320000,0.310000,4.300000,,,,,,,,806,,,,,,,,
3337,99051,143.3 035.0,19-5109CR-HY-253-0154-14330350-0900A-7,900,4.410000,34.50700,0.410000,27.35800,5.700000,17.82300,,7,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,900.0000,4.410000,4.340000,34.50700,27.35000,80.50000,1.410000,0.410000,5.700000,,,,,,,,907,,,,,,,,
3337,99052,143.3 035.0,19-5109CR-HY-253-0154-14330350-0964A-3,964,4.160000,34.56000,0.470000,27.42700,6.500000,20.42987,,3,2,,2,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,964.0000,4.160000,4.090000,34.56000,27.42000,74.10000,1.450000,0.470000,6.500000,,,,,,,,971,,,,,,,,
3337,99053,143.3 035.0,19-5109CR-HY-253-0154-14330350-1000A-7,1000,4.060000,34.57900,0.500000,27.45300,6.900000,21.73335,,7,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1000.000,4.060000,3.980000,34.57900,27.45000,71.80000,1.480000,0.500000,6.900000,,,,,,,,1008,,,,,,,,
3337,99054,143.3 035.0,19-5109CR-HY-253-0154-14330350-1100A-7,1100,3.770000,34.63400,0.580000,27.52700,7.900000,25.20887,,7,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1100.000,3.770000,3.690000,34.63400,27.52000,65.10000,1.550000,0.580000,7.900000,,,,,,,,1109,,,,,,,,
3337,99055,143.3 035.0,19-5109CR-HY-253-0154-14330350-1165A-3,1165,3.580000,34.67000,0.630000,27.57500,8.500000,27.38078,,3,2,,2,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1165.000,3.580000,3.490000,34.67000,27.57000,60.70000,1.590000,0.630000,8.500000,,,,,,,,1174,,,,,,,,
3338,99056,143.3 030.0,19-5109CR-HY-253-0500-14330300-0000B-3,0,,34.90000,4.210000,,,,,3,,9,2,,9,,9,9,,9,,9,0.520000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,0.000000,,,34.90000,,,0.000000,4.210000,,,0.520000,,,,,,0,,,,,,,,
3338,99057,143.3 030.0,19-5109CR-HY-253-0500-14330300-0010A-3,10,26.96000,,4.220000,,,,,3,2,,,9,9,,9,9,,9,,9,0.550000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10.00000,26.96000,26.96000,,,,0.050000,4.220000,92.20000,,0.550000,,,,,,10,,,,,,,,
3338,99058,143.3 030.0,19-5109CR-HY-253-0500-14330300-0020A-7,20,26.67000,,4.250000,,,,,7,2,,,9,9,,9,9,,9,,9,0.530000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20.00000,26.67000,26.67000,,,,0.100000,4.250000,92.40000,,0.530000,,,,,,20,,,,,,,,
3338,99059,143.3 030.0,19-5109CR-HY-253-0500-14330300-0024A-3,24,26.55000,34.92000,4.270000,22.80400,92.70000,186.4465,,3,2,,2,,9,,,,,9,,9,0.520000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,24.00000,26.55000,26.54000,34.92000,22.80000,505.4000,0.120000,4.270000,92.70000,,0.520000,,,,,,24,,,,,,,,
3338,99060,143.3 030.0,19-5109CR-HY-253-0500-14330300-0030A-7,30,25.06000,34.72000,4.410000,23.11500,93.20000,192.5009,,7,2,,3,,9,,,,,9,,9,0.540000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30.00000,25.06000,25.05000,34.72000,23.11000,475.8000,0.150000,4.410000,93.20000,,0.540000,,,,,,30,,,,,,,,
3338,99061,143.3 030.0,19-5109CR-HY-253-0500-14330300-0049A-3,49,19.84000,34.27000,4.650000,24.25000,89.40000,202.7523,,3,2,,2,,9,,,,,9,,9,0.740000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,49.00000,19.84000,19.83000,34.27000,24.25000,368.0000,0.230000,4.650000,89.40000,,0.740000,,,,,,49,,,,,,,,
3338,99062,143.3 030.0,19-5109CR-HY-253-0500-14330300-0050A-7,50,19.73000,34.27100,4.620000,24.28000,88.60000,201.4383,,7,2,,3,,9,,,,,9,,9,0.760000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,50.00000,19.73000,19.72000,34.27100,24.28000,365.3000,0.230000,4.620000,88.60000,,0.760000,,,,,,50,,,,,,,,
3338,99063,143.3 030.0,19-5109CR-HY-253-0500-14330300-0073A-3,73,18.08000,34.38000,3.590000,24.78200,66.80000,156.4522,,3,2,,2,,9,,,,,9,,9,1.280000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,73.00000,18.08000,18.07000,34.38000,24.78000,318.2000,0.310000,3.590000,66.80000,,1.280000,,,,,,73,,,,,,,,
3338,99064,143.3 030.0,19-5109CR-HY-253-0500-14330300-0075A-7,75,17.86000,34.37600,3.550000,24.83300,65.70000,154.7013,,7,2,,3,,9,,,,,9,,9,1.340000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75.00000,17.86000,17.85000,34.37600,24.83000,313.4000,0.320000,3.550000,65.70000,,1.340000,,,,,,75,,,,,,,,
3338,99065,143.3 030.0,19-5109CR-HY-253-0500-14330300-0097A-3,97,15.64000,34.43000,2.010000,25.39500,35.70000,87.54343,,3,2,,2,,9,8,,8,,9,,9,2.030000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,97.00000,15.64000,15.62000,34.43000,25.39000,260.4000,0.380000,2.010000,,,2.030000,,,,,,97,,,,,,,,
3338,99066,143.3 030.0,19-5109CR-HY-253-0500-14330300-0100A-7,100,15.46000,34.47900,3.090000,25.47300,54.60000,134.5715,,7,2,,3,,9,,,,,9,,9,2.140000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,100.0000,15.46000,15.44000,34.47900,25.47000,253.0000,0.390000,3.090000,54.60000,,2.140000,,,,,,100,,,,,,,,
3338,99067,143.3 030.0,19-5109CR-HY-253-0500-14330300-0120A-3,120,14.64000,34.84000,2.760000,25.93200,48.10000,120.1460,,3,2,,2,,9,,,,,9,,9,2.740000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,120.0000,14.64000,14.62000,34.84000,25.93000,210.0000,0.430000,2.760000,48.10000,,2.740000,,,,,,120,,,,,,,,
3338,99068,143.3 030.0,19-5109CR-HY-253-0500-14330300-0125A-7,125,14.56000,34.88300,2.570000,25.98200,44.70000,111.8696,,7,2,,3,,9,,,,,9,,9,2.750000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,125.0000,14.56000,14.54000,34.88300,25.98000,205.3000,0.440000,2.570000,44.70000,,2.750000,,,,,,125,,,,,,,,
3338,99069,143.3 030.0,19-5109CR-HY-253-0500-14330300-0150A-3,150,14.15000,35.10000,1.600000,26.23800,27.70000,69.62907,,3,2,,2,,9,,,,,9,,9,2.800000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,150.0000,14.15000,14.13000,35.10000,26.23000,181.7000,0.490000,1.600000,27.70000,,2.800000,,,,,,151,,,,,,,,
3339,99070,126.7 034.0,19-5109CR-HY-254-2106-12670340-0000B-3,0,25.77000,34.79000,3.860000,22.94800,82.60000,168.5204,,3,2,,2,,9,,,,,9,,9,0.570000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,0.000000,25.77000,25.77000,34.79000,22.94000,490.5000,0.000000,3.860000,82.60000,,0.570000,,,,,,0,,,,,,,,
3339,99071,126.7 034.0,19-5109CR-HY-254-2106-12670340-0010A-3,10,25.70000,34.78000,3.920000,22.96300,83.80000,171.1374,,3,2,,2,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10.00000,25.70000,25.70000,34.78000,22.96000,489.5000,0.040000,3.920000,83.80000,,,,,,,,10,,,,,,,,
3339,99072,126.7 034.0,19-5109CR-HY-254-2106-12670340-0020A-7,20,24.78000,34.74800,4.070000,23.22100,85.70000,177.6412,,7,2,,3,,9,,,,,9,,9,0.630000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20.00000,24.78000,24.78000,34.74800,23.22000,465.3000,0.090000,4.070000,85.70000,,0.630000,,,,,,20,,,,,,,,
3339,99073,126.7 034.0,19-5109CR-HY-254-2106-12670340-0024A-3,24,24.24000,34.73000,4.090000,23.36900,85.30000,178.4883,,3,2,,2,,9,,,,,9,,9,0.640000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,24.00000,24.24000,24.23000,34.73000,23.36000,451.3000,0.110000,4.090000,85.30000,,0.640000,,,,,,24,,,,,,,,
