Cst_Cnt,Btl_Cnt,Sta_ID,Depth_ID,Depthm,T_degC,Salnty,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,BtlNum,RecInd,T_prec,T_qual,S_prec,S_qual,P_qual,O_qual,SThtaq,O2Satq,ChlorA,Chlqua,Phaeop,Phaqua,PO4uM,PO4q,SiO3uM,SiO3qu,NO2uM,NO2q,NO3uM,NO3q,NH3uM,NH3q,C14As1,C14A1p,C14A1q,C14As2,C14A2p,C14A2q,DarkAs,DarkAp,DarkAq,MeanAs,MeanAp,MeanAq,IncTim,LightP,R_Depth,R_TEMP,R_POTEMP,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_O2,R_O2Sat,R_SIO3,R_PO4,R_NO3,R_NO2,R_NH4,R_CHLA,R_PHAEO,R_PRES,R_SAMP,DIC1,DIC2,TA1,TA2,pH2,pH1,DIC Quality Comment
3346,99206,073.3 060.0,19-5109PT-HY-242-2236-07330600-0400A-7,400,6.120000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,400.0000,6.120000,,,,,,,,,,,,,,,403,,,,,,,,
3346,99207,073.3 060.0,19-5109PT-HY-242-2236-07330600-0495A-3,495,5.700000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,495.0000,5.700000,,,,,,,,,,,,,,,499,,,,,,,,
3346,99208,073.3 060.0,19-5109PT-HY-242-2236-07330600-0500A-7,500,5.680000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,500.0000,5.680000,,,,,,,,,,,,,,,504,,,,,,,,
3346,99209,073.3 060.0,19-5109PT-HY-242-2236-07330600-0598A-3,598,5.280000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,598.0000,5.280000,,,,,,,,,,,,,,,603,,,,,,,,
3346,99210,073.3 060.0,19-5109PT-HY-242-2236-07330600-0600A-7,600,5.270000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,600.0000,5.270000,,,,,,,,,,,,,,,605,,,,,,,,
3346,99211,073.3 060.0,19-5109PT-HY-242-2236-07330600-0700A-7,700,4.850000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,700.0000,4.850000,,,,,,,,,,,,,,,707,,,,,,,,
3346,99212,073.3 060.0,19-5109PT-HY-242-2236-07330600-0798A-3,798,4.480000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,798.0000,4.480000,,,,,,,,,,,,,,,806,,,,,,,,
3346,99213,073.3 060.0,19-5109PT-HY-242-2236-07330600-0800A-7,800,4.470000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,800.0000,4.470000,,,,,,,,,,,,,,,808,,,,,,,,
3346,99214,073.3 060.0,19-5109PT-HY-242-2236-07330600-0900A-7,900,4.210000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,900.0000,4.210000,,,,,,,,,,,,,,,909,,,,,,,,
3346,99215,073.3 060.0,19-5109PT-HY-242-2236-07330600-0994A-3,994,3.980000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,994.0000,3.980000,,,,,,,,,,,,,,,1004,,,,,,,,
3346,99216,073.3 060.0,19-5109PT-HY-242-2236-07330600-1000A-7,1000,3.960000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1000.000,3.960000,,,,,,,,,,,,,,,1010,,,,,,,,
3346,99217,073.3 060.0,19-5109PT-HY-242-2236-07330600-1100A-7,1100,3.650000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1100.000,3.650000,,,,,,,,,,,,,,,1111,,,,,,,,
3346,99218,073.3 060.0,19-5109PT-HY-242-2236-07330600-1197A-3,1197,3.350000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1197.000,3.350000,,,,,,,,,,,,,,,1209,,,,,,,,
3347,99219,070.0 060.0,19-5109PT-HY-243-0512-07000600-0010A-7,10,,,,,,,,7,,9,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10.00000,,,,,,0.030000,,,,,,,,,,10,,,,,,,,
3347,99220,070.0 060.0,19-5109PT-HY-243-0512-07000600-0014A-3,14,15.77000,33.22000,,24.43200,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,14.00000,15.77000,15.77000,33.22000,24.43000,349.3000,0.040000,,,,,,,,,,14,,,,,,,,
3347,99221,070.0 060.0,19-5109PT-HY-243-0512-07000600-0020A-7,20,15.40000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20.00000,15.40000,,,,,,,,,,,,,,,20,,,,,,,,
3347,99222,070.0 060.0,19-5109PT-HY-243-0512-07000600-0030A-7,30,14.77000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30.00000,14.77000,,,,,,,,,,,,,,,30,,,,,,,,
3347,99223,070.0 060.0,19-5109PT-HY-243-0512-07000600-0050A-7,50,13.52000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,50.00000,13.52000,,,,,,,,,,,,,,,50,,,,,,,,
3347,99224,070.0 060.0,19-5109PT-HY-243-0512-07000600-0075A-7,75,11.96000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75.00000,11.96000,,,,,,,,,,,,,,,76,,,,,,,,
3347,99225,070.0 060.0,19-5109PT-HY-243-0512-07000600-0100A-7,100,10.41000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,100.0000,10.41000,,,,,,,,,,,,,,,101,,,,,,,,
3347,99226,070.0 060.0,19-5109PT-HY-243-0512-07000600-0119A-3,119,9.220000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,119.0000,9.220000,,,,,,,,,,,,,,,120,,,,,,,,
3347,99227,070.0 060.0,19-5109PT-HY-243-0512-07000600-0125A-7,125,9.130000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,125.0000,9.130000,,,,,,,,,,,,,,,126,,,,,,,,
3347,99228,070.0 060.0,19-5109PT-HY-243-0512-07000600-0135A-3,135,9.020000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,135.0000,9.020000,,,,,,,,,,,,,,,136,,,,,,,,
3347,99229,070.0 060.0,19-5109PT-HY-243-0512-07000600-0150A-7,150,8.840000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,150.0000,8.840000,,,,,,,,,,,,,,,151,,,,,,,,
3347,99230,070.0 060.0,19-5109PT-HY-243-0512-07000600-0181A-3,181,8.510000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,181.0000,8.510000,,,,,,,,,,,,,,,182,,,,,,,,
3347,99231,070.0 060.0,19-5109PT-HY-243-0512-07000600-0200A-7,200,8.380000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,200.0000,8.380000,,,,,,,,,,,,,,,202,,,,,,,,
3347,99232,070.0 060.0,19-5109PT-HY-243-0512-07000600-0250A-7,250,8.100000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,250.0000,8.100000,,,,,,,,,,,,,,,252,,,,,,,,
3347,99233,070.0 060.0,19-5109PT-HY-243-0512-07000600-0271A-3,271,8.010000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,271.0000,8.010000,,,,,,,,,,,,,,,273,,,,,,,,
3347,99234,070.0 060.0,19-5109PT-HY-243-0512-07000600-0300A-7,300,7.830000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,300.0000,7.830000,,,,,,,,,,,,,,,303,,,,,,,,
3347,99235,070.0 060.0,19-5109PT-HY-243-0512-07000600-0368A-3,368,7.360000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,368.0000,7.360000,,,,,,,,,,,,,,,371,,,,,,,,
3347,99236,070.0 060.0,19-5109PT-HY-243-0512-07000600-0400A-7,400,7.130000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,400.0000,7.130000,,,,,,,,,,,,,,,403,,,,,,,,
3347,99237,070.0 060.0,19-5109PT-HY-243-0512-07000600-0458A-3,458,6.690000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,458.0000,6.690000,,,,,,,,,,,,,,,462,,,,,,,,
3347,99238,070.0 060.0,19-5109PT-HY-243-0512-07000600-0500A-7,500,6.360000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,500.0000,6.360000,,,,,,,,,,,,,,,504,,,,,,,,
3347,99239,070.0 060.0,19-5109PT-HY-243-0512-07000600-0555A-3,555,5.940000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,555.0000,5.940000,,,,,,,,,,,,,,,560,,,,,,,,
3347,99240,070.0 060.0,19-5109PT-HY-243-0512-07000600-0600A-7,600,5.630000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,600.0000,5.630000,,,,,,,,,,,,,,,605,,,,,,,,
3347,99241,070.0 060.0,19-5109PT-HY-243-0512-07000600-0700A-7,700,5.030000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,700.0000,5.030000,,,,,,,,,,,,,,,707,,,,,,,,
3347,99242,070.0 060.0,19-5109PT-HY-243-0512-07000600-0745A-3,745,4.800000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,745.0000,4.800000,,,,,,,,,,,,,,,752,,,,,,,,
3347,99243,070.0 060.0,19-5109PT-HY-243-0512-07000600-0800A-7,800,4.590000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,800.0000,4.590000,,,,,,,,,,,,,,,808,,,,,,,,
3347,99244,070.0 060.0,19-5109PT-HY-243-0512-07000600-0900A-7,900,4.270000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,900.0000,4.270000,,,,,,,,,,,,,,,909,,,,,,,,
3347,99245,070.0 060.0,19-5109PT-HY-243-0512-07000600-0937A-3,937,4.170000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,937.0000,4.170000,,,,,,,,,,,,,,,946,,,,,,,,
3347,99246,070.0 060.0,19-5109PT-HY-243-0512-07000600-1000A-7,1000,3.970000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1000.000,3.970000,,,,,,,,,,,,,,,1010,,,,,,,,
3347,99247,070.0 060.0,19-5109PT-HY-243-0512-07000600-1100A-7,1100,3.650000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1100.000,3.650000,,,,,,,,,,,,,,,1111,,,,,,,,
3347,99248,070.0 060.0,19-5109PT-HY-243-0512-07000600-1139A-3,1139,3.520000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1139.000,3.520000,,,,,,,,,,,,,,,1151,,,,,,,,
3348,99249,070.0 070.0,19-5109PT-HY-243-1200-07000700-0010A-3,10,15.81000,33.21000,,24.41500,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10.00000,15.81000,15.81000,33.21000,24.41000,350.8000,0.030000,,,,,,,,,,10,,,,,,,,
3348,99250,070.0 070.0,19-5109PT-HY-243-1200-07000700-0020A-7,20,15.08000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20.00000,15.08000,,,,,,,,,,,,,,,20,,,,,,,,
3348,99251,070.0 070.0,19-5109PT-HY-243-1200-07000700-0030A-7,30,14.36000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30.00000,14.36000,,,,,,,,,,,,,,,30,,,,,,,,
3348,99252,070.0 070.0,19-5109PT-HY-243-1200-07000700-0050A-7,50,12.91000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,50.00000,12.91000,,,,,,,,,,,,,,,50,,,,,,,,
3348,99253,070.0 070.0,19-5109PT-HY-243-1200-07000700-0075A-7,75,11.09000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75.00000,11.09000,,,,,,,,,,,,,,,76,,,,,,,,
3348,99254,070.0 070.0,19-5109PT-HY-243-1200-07000700-0100A-7,100,9.280000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,100.0000,9.280000,,,,,,,,,,,,,,,101,,,,,,,,
3348,99255,070.0 070.0,19-5109PT-HY-243-1200-07000700-0107A-3,107,8.770000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,107.0000,8.770000,,,,,,,,,,,,,,,108,,,,,,,,
3348,99256,070.0 070.0,19-5109PT-HY-243-1200-07000700-0125A-7,125,8.390000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,125.0000,8.390000,,,,,,,,,,,,,,,126,,,,,,,,
3348,99257,070.0 070.0,19-5109PT-HY-243-1200-07000700-0150A-7,150,8.090000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,150.0000,8.090000,,,,,,,,,,,,,,,151,,,,,,,,
3348,99258,070.0 070.0,19-5109PT-HY-243-1200-07000700-0161A-3,161,8.040000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,161.0000,8.040000,,,,,,,,,,,,,,,162,,,,,,,,
3348,99259,070.0 070.0,19-5109PT-HY-243-1200-07000700-0200A-7,200,7.680000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,200.0000,7.680000,,,,,,,,,,,,,,,202,,,,,,,,
3348,99260,070.0 070.0,19-5109PT-HY-243-1200-07000700-0214A-3,214,7.560000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,214.0000,7.560000,,,,,,,,,,,,,,,216,,,,,,,,
3348,99261,070.0 070.0,19-5109PT-HY-243-1200-07000700-0250A-7,250,7.190000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,250.0000,7.190000,,,,,,,,,,,,,,,252,,,,,,,,
3348,99262,070.0 070.0,19-5109PT-HY-243-1200-07000700-0300A-7,300,6.700000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,300.0000,6.700000,,,,,,,,,,,,,,,303,,,,,,,,
3348,99263,070.0 070.0,19-5109PT-HY-243-1200-07000700-0321A-3,321,6.500000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,321.0000,6.500000,,,,,,,,,,,,,,,324,,,,,,,,
3348,99264,070.0 070.0,19-5109PT-HY-243-1200-07000700-0400A-7,400,5.940000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,400.0000,5.940000,,,,,,,,,,,,,,,403,,,,,,,,
3348,99265,070.0 070.0,19-5109PT-HY-243-1200-07000700-0432A-3,432,5.760000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,432.0000,5.760000,,,,,,,,,,,,,,,436,,,,,,,,
3348,99266,070.0 070.0,19-5109PT-HY-243-1200-07000700-0500A-7,500,5.490000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,500.0000,5.490000,,,,,,,,,,,,,,,504,,,,,,,,
3348,99267,070.0 070.0,19-5109PT-HY-243-1200-07000700-0540A-3,540,5.340000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,540.0000,5.340000,,,,,,,,,,,,,,,545,,,,,,,,
3348,99268,070.0 070.0,19-5109PT-HY-243-1200-07000700-0600A-7,600,4.970000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,600.0000,4.970000,,,,,,,,,,,,,,,605,,,,,,,,
3348,99269,070.0 070.0,19-5109PT-HY-243-1200-07000700-0648A-3,648,4.670000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,648.0000,4.670000,,,,,,,,,,,,,,,654,,,,,,,,
3348,99270,070.0 070.0,19-5109PT-HY-243-1200-07000700-0700A-7,700,4.510000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,700.0000,4.510000,,,,,,,,,,,,,,,707,,,,,,,,
3348,99271,070.0 070.0,19-5109PT-HY-243-1200-07000700-0800A-7,800,4.280000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,800.0000,4.280000,,,,,,,,,,,,,,,808,,,,,,,,
3348,99272,070.0 070.0,19-5109PT-HY-243-1200-07000700-0859A-3,859,4.200000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,859.0000,4.200000,,,,,,,,,,,,,,,867,,,,,,,,
3348,99273,070.0 070.0,19-5109PT-HY-243-1200-07000700-0900A-7,900,4.090000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,900.0000,4.090000,,,,,,,,,,,,,,,909,,,,,,,,
3348,99274,070.0 070.0,19-5109PT-HY-243-1200-07000700-1000A-7,1000,3.820000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1000.000,3.820000,,,,,,,,,,,,,,,1010,,,,,,,,
3348,99275,070.0 070.0,19-5109PT-HY-243-1200-07000700-1071A-3,1071,3.620000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1071.000,3.620000,,,,,,,,,,,,,,,1082,,,,,,,,
3348,99276,070.0 070.0,19-5109PT-HY-243-1200-07000700-1100A-7,1100,3.550000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1100.000,3.550000,,,,,,,,,,,,,,,1111,,,,,,,,
3348,99277,070.0 070.0,19-5109PT-HY-243-1200-07000700-1200A-7,1200,3.310000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1200.000,3.310000,,,,,,,,,,,,,,,1213,,,,,,,,
3348,99278,070.0 070.0,19-5109PT-HY-243-1200-07000700-1276A-3,1276,3.130000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1276.000,3.130000,,,,,,,,,,,,,,,1290,,,,,,,,
3349,99279,070.0 080.0,19-5109PT-HY-243-1754-07000800-0010A-3,10,16.23000,33.06000,,24.20500,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10.00000,16.23000,16.23000,33.06000,24.20000,370.8000,0.030000,,,,,,,,,,10,,,,,,,,
3349,99280,070.0 080.0,19-5109PT-HY-243-1754-07000800-0020A-7,20,15.43000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20.00000,15.43000,,,,,,,,,,,,,,,20,,,,,,,,
3349,99281,070.0 080.0,19-5109PT-HY-243-1754-07000800-0030A-7,30,14.62000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30.00000,14.62000,,,,,,,,,,,,,,,30,,,,,,,,
3349,99282,070.0 080.0,19-5109PT-HY-243-1754-07000800-0050A-7,50,13.02000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,50.00000,13.02000,,,,,,,,,,,,,,,50,,,,,,,,
3349,99283,070.0 080.0,19-5109PT-HY-243-1754-07000800-0075A-7,75,11.01000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75.00000,11.01000,,,,,,,,,,,,,,,76,,,,,,,,
3349,99284,070.0 080.0,19-5109PT-HY-243-1754-07000800-0097A-3,97,9.240000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,97.00000,9.240000,,,,,,,,,,,,,,,98,,,,,,,,
3349,99285,070.0 080.0,19-5109PT-HY-243-1754-07000800-0100A-7,100,9.150000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,100.0000,9.150000,,,,,,,,,,,,,,,101,,,,,,,,
3349,99286,070.0 080.0,19-5109PT-HY-243-1754-07000800-0125A-7,125,8.590000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,125.0000,8.590000,,,,,,,,,,,,,,,126,,,,,,,,
3349,99287,070.0 080.0,19-5109PT-HY-243-1754-07000800-0150A-3,150,8.340000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,150.0000,8.340000,,,,,,,,,,,,,,,151,,,,,,,,
3349,99288,070.0 080.0,19-5109PT-HY-243-1754-07000800-0197A-3,197,7.800000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,197.0000,7.800000,,,,,,,,,,,,,,,199,,,,,,,,
3349,99289,070.0 080.0,19-5109PT-HY-243-1754-07000800-0200A-7,200,7.770000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,200.0000,7.770000,,,,,,,,,,,,,,,202,,,,,,,,
3349,99290,070.0 080.0,19-5109PT-HY-243-1754-07000800-0250A-7,250,7.280000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,250.0000,7.280000,,,,,,,,,,,,,,,252,,,,,,,,
3349,99291,070.0 080.0,19-5109PT-HY-243-1754-07000800-0292A-3,292,6.920000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,292.0000,6.920000,,,,,,,,,,,,,,,294,,,,,,,,
3349,99292,070.0 080.0,19-5109PT-HY-243-1754-07000800-0300A-7,300,6.850000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,300.0000,6.850000,,,,,,,,,,,,,,,303,,,,,,,,
3349,99293,070.0 080.0,19-5109PT-HY-243-1754-07000800-0394A-3,394,6.110000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,394.0000,6.110000,,,,,,,,,,,,,,,397,,,,,,,,
3349,99294,070.0 080.0,19-5109PT-HY-243-1754-07000800-0400A-7,400,6.070000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,400.0000,6.070000,,,,,,,,,,,,,,,403,,,,,,,,
3349,99295,070.0 080.0,19-5109PT-HY-243-1754-07000800-0489A-3,489,5.540000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,489.0000,5.540000,,,,,,,,,,,,,,,493,,,,,,,,
3349,99296,070.0 080.0,19-5109PT-HY-243-1754-07000800-0500A-7,500,5.480000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,500.0000,5.480000,,,,,,,,,,,,,,,504,,,,,,,,
3349,99297,070.0 080.0,19-5109PT-HY-243-1754-07000800-0590A-3,590,5.080000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,590.0000,5.080000,,,,,,,,,,,,,,,595,,,,,,,,
3349,99298,070.0 080.0,19-5109PT-HY-243-1754-07000800-0600A-7,600,5.040000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,600.0000,5.040000,,,,,,,,,,,,,,,605,,,,,,,,
3349,99299,070.0 080.0,19-5109PT-HY-243-1754-07000800-0700A-7,700,4.690000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,700.0000,4.690000,,,,,,,,,,,,,,,706,,,,,,,,
3349,99300,070.0 080.0,19-5109PT-HY-243-1754-07000800-0790A-3,790,4.420000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,790.0000,4.420000,,,,,,,,,,,,,,,797,,,,,,,,
